Абсолютный путь к файлу,Относительный путь к файлу,номер звезды
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9903.txt,second_dataset/1_1554.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7947.txt,second_dataset/5_0615.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1656.txt,second_dataset/1_1395.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5238.txt,second_dataset/1_1582.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9516.txt,second_dataset/3_0054.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7178.txt,second_dataset/1_0448.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6066.txt,second_dataset/1_0432.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3337.txt,second_dataset/1_0896.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6144.txt,second_dataset/4_0103.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2513.txt,second_dataset/1_1532.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8795.txt,second_dataset/1_1603.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2001.txt,second_dataset/1_1539.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3182.txt,second_dataset/1_1326.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3690.txt,second_dataset/3_0253.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3415.txt,second_dataset/3_0346.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2584.txt,second_dataset/1_1484.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3622.txt,second_dataset/3_0133.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3963.txt,second_dataset/5_0625.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8556.txt,second_dataset/1_1521.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/964.txt,second_dataset/1_0027.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8612.txt,second_dataset/1_0348.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4100.txt,second_dataset/4_0219.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7722.txt,second_dataset/4_0302.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7559.txt,second_dataset/1_0469.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7273.txt,second_dataset/5_0045.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5748.txt,second_dataset/4_0225.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5340.txt,second_dataset/1_0109.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2646.txt,second_dataset/1_0247.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3270.txt,second_dataset/1_1245.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9287.txt,second_dataset/1_0211.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2702.txt,second_dataset/1_1665.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8966.txt,second_dataset/1_1062.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4485.txt,second_dataset/1_0161.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1214.txt,second_dataset/1_0922.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7824.txt,second_dataset/1_1359.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6310.txt,second_dataset/5_0289.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6778.txt,second_dataset/1_1267.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3351.txt,second_dataset/1_1598.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1405.txt,second_dataset/3_0384.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/927.txt,second_dataset/1_0476.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7684.txt,second_dataset/3_0219.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4376.txt,second_dataset/2_0250.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2197.txt,second_dataset/2_0453.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7539.txt,second_dataset/2_0046.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8693.txt,second_dataset/3_0250.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6455.txt,second_dataset/1_0884.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4146.txt,second_dataset/5_0197.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1531.txt,second_dataset/5_0221.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4392.txt,second_dataset/1_1150.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8161.txt,second_dataset/1_0747.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3854.txt,second_dataset/1_0145.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7320.txt,second_dataset/3_0245.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5791.txt,second_dataset/1_1259.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8853.txt,second_dataset/1_0796.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4205.txt,second_dataset/1_1149.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4136.txt,second_dataset/4_0010.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3483.txt,second_dataset/1_1464.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9832.txt,second_dataset/5_0514.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1787.txt,second_dataset/5_0204.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2540.txt,second_dataset/1_1229.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/815.txt,second_dataset/1_1675.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7205.txt,second_dataset/4_0263.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9157.txt,second_dataset/5_0205.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3152.txt,second_dataset/1_0155.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6895.txt,second_dataset/2_0436.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5147.txt,second_dataset/5_0627.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8073.txt,second_dataset/5_0224.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4925.txt,second_dataset/1_0987.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8700.txt,second_dataset/1_1205.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1085.txt,second_dataset/5_0348.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9660.txt,second_dataset/1_1264.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8515.txt,second_dataset/3_0106.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6378.txt,second_dataset/3_0085.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2693.txt,second_dataset/3_0047.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6295.txt,second_dataset/1_1694.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5681.txt,second_dataset/5_0257.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4685.txt,second_dataset/4_0331.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2773.txt,second_dataset/2_0283.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5098.txt,second_dataset/2_0210.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/682.txt,second_dataset/2_0114.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3398.txt,second_dataset/1_0364.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2293.txt,second_dataset/1_0900.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8142.txt,second_dataset/1_1737.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3437.txt,second_dataset/3_0065.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1475.txt,second_dataset/2_0089.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3581.txt,second_dataset/2_0139.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7094.txt,second_dataset/3_0315.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3555.txt,second_dataset/1_0510.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1563.txt,second_dataset/1_0541.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2696.txt,second_dataset/1_0600.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4012.txt,second_dataset/1_1524.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9977.txt,second_dataset/3_0074.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2123.txt,second_dataset/5_0155.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4579.txt,second_dataset/1_0298.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5980.txt,second_dataset/5_0442.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9077.txt,second_dataset/2_0507.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/338.txt,second_dataset/1_1569.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1549.txt,second_dataset/1_0620.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/713.txt,second_dataset/5_0317.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1577.txt,second_dataset/1_0082.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1826.txt,second_dataset/5_0425.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5575.txt,second_dataset/4_0084.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3512.txt,second_dataset/1_0287.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2427.txt,second_dataset/2_0497.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5982.txt,second_dataset/1_0868.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6792.txt,second_dataset/1_1006.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3956.txt,second_dataset/5_0533.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4071.txt,second_dataset/1_1604.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5077.txt,second_dataset/5_0424.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6450.txt,second_dataset/1_0766.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7128.txt,second_dataset/1_0047.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/883.txt,second_dataset/4_0210.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3233.txt,second_dataset/2_0244.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6707.txt,second_dataset/2_0044.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6345.txt,second_dataset/2_0536.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1526.txt,second_dataset/1_1685.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8805.txt,second_dataset/5_0306.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7685.txt,second_dataset/1_1692.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/229.txt,second_dataset/2_0238.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6493.txt,second_dataset/1_1049.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9756.txt,second_dataset/1_0152.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9739.txt,second_dataset/2_0037.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7323.txt,second_dataset/1_1627.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9261.txt,second_dataset/5_0092.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/270.txt,second_dataset/1_1769.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8730.txt,second_dataset/5_0478.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1299.txt,second_dataset/1_0043.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5516.txt,second_dataset/1_0715.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8306.txt,second_dataset/5_0130.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7527.txt,second_dataset/5_0516.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4559.txt,second_dataset/4_0242.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8976.txt,second_dataset/3_0254.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5912.txt,second_dataset/2_0337.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/316.txt,second_dataset/4_0318.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6262.txt,second_dataset/2_0034.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/69.txt,second_dataset/1_0103.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9037.txt,second_dataset/1_1761.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9974.txt,second_dataset/1_1600.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/610.txt,second_dataset/5_0530.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/797.txt,second_dataset/1_0405.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5300.txt,second_dataset/3_0107.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/593.txt,second_dataset/1_1789.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8187.txt,second_dataset/5_0012.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/89.txt,second_dataset/1_1550.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6902.txt,second_dataset/1_0487.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5468.txt,second_dataset/1_1782.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7500.txt,second_dataset/2_0056.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8902.txt,second_dataset/1_0605.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3934.txt,second_dataset/5_0568.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1956.txt,second_dataset/1_1476.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4056.txt,second_dataset/3_0018.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/866.txt,second_dataset/1_0836.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1642.txt,second_dataset/1_0026.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7971.txt,second_dataset/2_0064.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8804.txt,second_dataset/3_0323.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7482.txt,second_dataset/2_0372.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7401.txt,second_dataset/2_0040.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7328.txt,second_dataset/1_0005.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5241.txt,second_dataset/5_0623.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2323.txt,second_dataset/3_0091.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6439.txt,second_dataset/3_0115.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9009.txt,second_dataset/5_0426.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2758.txt,second_dataset/1_1177.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9842.txt,second_dataset/1_1693.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4504.txt,second_dataset/4_0174.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4767.txt,second_dataset/2_0282.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6641.txt,second_dataset/1_0863.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9799.txt,second_dataset/1_0160.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2313.txt,second_dataset/1_1213.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7636.txt,second_dataset/1_1813.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/326.txt,second_dataset/1_1236.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6282.txt,second_dataset/4_0307.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7337.txt,second_dataset/1_0722.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7600.txt,second_dataset/2_0500.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7265.txt,second_dataset/5_0371.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/19.txt,second_dataset/1_1831.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3808.txt,second_dataset/1_0640.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9254.txt,second_dataset/1_1718.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5229.txt,second_dataset/2_0075.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8023.txt,second_dataset/3_0035.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4102.txt,second_dataset/1_0629.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7022.txt,second_dataset/2_0015.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6139.txt,second_dataset/1_1788.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9852.txt,second_dataset/5_0375.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6185.txt,second_dataset/1_0285.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3067.txt,second_dataset/1_0162.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3947.txt,second_dataset/5_0651.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2424.txt,second_dataset/5_0432.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8106.txt,second_dataset/5_0219.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/691.txt,second_dataset/5_0613.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3873.txt,second_dataset/1_1075.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6826.txt,second_dataset/1_0363.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/372.txt,second_dataset/5_0259.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1676.txt,second_dataset/1_0983.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7833.txt,second_dataset/4_0257.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1288.txt,second_dataset/3_0225.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/130.txt,second_dataset/4_0122.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2199.txt,second_dataset/1_0839.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4050.txt,second_dataset/1_1413.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2541.txt,second_dataset/5_0123.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9707.txt,second_dataset/1_0775.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1991.txt,second_dataset/3_0064.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8166.txt,second_dataset/5_0503.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1402.txt,second_dataset/4_0054.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5257.txt,second_dataset/1_0736.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8721.txt,second_dataset/5_0062.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1802.txt,second_dataset/3_0181.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8899.txt,second_dataset/4_0262.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/513.txt,second_dataset/1_0006.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2744.txt,second_dataset/1_1594.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1959.txt,second_dataset/2_0486.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1301.txt,second_dataset/2_0332.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1259.txt,second_dataset/5_0566.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/348.txt,second_dataset/1_0852.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/698.txt,second_dataset/2_0273.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/585.txt,second_dataset/1_0240.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6612.txt,second_dataset/3_0195.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2665.txt,second_dataset/3_0237.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/676.txt,second_dataset/2_0013.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8009.txt,second_dataset/3_0257.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1772.txt,second_dataset/2_0353.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8320.txt,second_dataset/1_1595.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4452.txt,second_dataset/2_0161.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3510.txt,second_dataset/4_0096.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/881.txt,second_dataset/2_0445.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7141.txt,second_dataset/1_1029.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8418.txt,second_dataset/2_0382.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/257.txt,second_dataset/4_0260.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/157.txt,second_dataset/1_0946.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/188.txt,second_dataset/5_0365.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4052.txt,second_dataset/5_0153.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7626.txt,second_dataset/1_0956.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9806.txt,second_dataset/2_0480.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1731.txt,second_dataset/5_0473.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3573.txt,second_dataset/5_0460.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8796.txt,second_dataset/4_0125.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2416.txt,second_dataset/1_0943.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7821.txt,second_dataset/3_0163.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6404.txt,second_dataset/5_0071.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9088.txt,second_dataset/1_0229.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3824.txt,second_dataset/1_1548.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7602.txt,second_dataset/5_0202.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/953.txt,second_dataset/1_0102.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4041.txt,second_dataset/2_0057.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/966.txt,second_dataset/5_0445.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8993.txt,second_dataset/1_1355.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8870.txt,second_dataset/4_0087.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7902.txt,second_dataset/1_1101.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8624.txt,second_dataset/2_0421.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3643.txt,second_dataset/1_1659.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2461.txt,second_dataset/1_1274.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4758.txt,second_dataset/2_0352.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9804.txt,second_dataset/4_0021.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7125.txt,second_dataset/2_0108.txt,2
